EndDate,Role in Operation,County,Regions,Total Yield Bearing Acreage,Acre Ranges,Total Non-Yield Bearing Acreage,Pollination Manager,Cover Crop Grown,Cover Crop Seeds,Cover Crop Satisfaction,Cover Crop Interest,Cover Crop Concerns,Cover Crop Incentives,Water Source,PPH Grown,PPH Satisfaction,PPH Interest,PPH Concerns,PPH Incentives,Pollination,Beekeeper Location,Rental Price,Age
1/9/20,Owner/operator of almond orchard(s),Stanislaus,Central,16,Small,4,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,No,"Increased risk of frost damage,Physical interference with operations","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds",Surface water,No,,No,"Lack of available land,Effort/time to manage it,Cost to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",We rented all our bees,Out of state,175,45-54 years old
1/11/20,Owner/operator of almond orchard(s),Stanislaus,Central,150,Medium,50,"Independent PCA (not affiliated with an agricultural retailer),Beekeeper",No,,,Yes,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",Groundwater,No,,No,Lack of available land,Increased strength of bee colonies during bloom and afterwards,We rented all our bees,Out of state,190,65-74 years old
1/11/20,Owner/operator of almond orchard(s),Stanislaus,Central,20,Small,6,"Owner of the almond orchard(s),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Not Satisfied,,"Labor to grow/maintain it,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations",,Groundwater,No,,No,"Effort/time to manage it,Physical interference with operations,Lack of information about how to grow permanent pollinator habitat",9,We supplied all of our own bee pollination,,,55-64 years old
1/11/20,Farm manager (not owner),Tulare,South,270,Large,40,Owner of the almond orchard(s),No,,,Not sure,Effort/time to manage it,Decreased rental fee for managed bee colonies,Surface water,Not sure,,Yes,"Effort/time to manage it,Cost to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"California, but not a neighboring county",190,35-44 years old
1/13/20,Farm manager (not owner),Merced,Central,880,Large,60,Bee broker,No,,,No,Effort/time to manage it,Increased strength of bee colonies during bloom,Surface water,Not sure,,No,Effort/time to manage it,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,Out of state,185,45-54 years old
1/13/20,"Owner, not responsible for day-to-day management",Madera,Central,48,Medium,4,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,Availability of water,,Groundwater,Yes,Somewhat Satisfied,,"Availability of water,Increased risk of frost damage","Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",We supplied all of our own bee pollination,,,35-44 years old
1/13/20,Owner/operator of almond orchard(s),Stanislaus,Central,130,Medium,30,Beekeeper,No,,,No,"Expense of water,Effort/time to manage it,Labor to grow/maintain it","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,No,,No,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,210,35-44 years old
1/14/20,Owner/operator of almond orchard(s),Fresno,South,305,Large,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",,A combination of surface water and groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,"California, but not a neighboring county",190,45-54 years old
1/14/20,Owner/operator of almond orchard(s),Stanislaus,Central,18,Small,1,Owner of the almond orchard(s),No,,,Not sure,"Effort/time to manage it,Labor to grow/maintain it","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds",A combination of surface water and groundwater,No,,Not sure,Lack of available land,Increased strength of bee colonies during bloom and afterwards,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,185,75 years or older
1/14/20,Owner/operator of almond orchard(s),Tehama,North,0,Small,19.4,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,Availability of equipment needed to plant seeds,,Groundwater,Yes,Somewhat Satisfied,,"Lack of available land,Availability of water","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",Our orchards were not mature enough for bee pollination,,,55-64 years old
1/14/20,"Owner, not responsible for day-to-day management",Fresno,South,370,Large,15,Pesticide applicator,Yes,Directly from seed company,Very Satisfied,,We have no concerns about cover crops,,Surface water,No,,No,"Effort/time to manage it,Cost to plant and maintain it",None of these are incentives,We rented some bees and supplied some of our own,"California, but not a neighboring county,Out of state",200,45-54 years old
1/14/20,Owner/operator of almond orchard(s),Tehama,North,70,Medium,45,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations",,Groundwater,No,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat",Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,We supplied all of our own bee pollination,,,55-64 years old
1/14/20,Owner/operator of almond orchard(s),San Joaquin,Central,25,Small,4,Owner of the almond orchard(s),No,,,Yes,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds",A combination of surface water and groundwater,Yes,Very Satisfied,,Labor to plant and maintain it,Supporting native pollinators,Our orchards were not mature enough for bee pollination,,,55-64 years old
1/14/20,Farm manager (not owner),Sacramento,Delta,60,Medium,5,Beekeeper,No,,,Yes,Limited time for planting due to competing operations,"Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,Not sure,,Yes,Lack of information about how to grow permanent pollinator habitat,"Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,Near your orchard(s): from the same county or a neighboring county,165,55-64 years old
